MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
JULIO,AUSTRALIA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7766
JULIO,AUSTRALIA,OCEANÍA,CEBAF - TUMBES,145
JULIO,AUSTRALIA,OCEANÍA,DESAGUADERO,194
JULIO,AUSTRALIA,OCEANÍA,KASANI,270
JULIO,AUSTRALIA,OCEANÍA,OTRAS OCM,826
JULIO,AUSTRALIA,OCEANÍA,SANTA ROSA,58
JULIO,AUSTRIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3602
JULIO,AUSTRIA,EUROPA,CEBAF - TUMBES,37
JULIO,AUSTRIA,EUROPA,DESAGUADERO,94
JULIO,AUSTRIA,EUROPA,KASANI,165
JULIO,AUSTRIA,EUROPA,OTRAS OCM,142
JULIO,AUSTRIA,EUROPA,SANTA ROSA,52
JULIO,AZERBAIYÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,15
JULIO,AZERBAIYÁN,ASIA,CEBAF - TUMBES,0
JULIO,AZERBAIYÁN,ASIA,DESAGUADERO,1
JULIO,AZERBAIYÁN,ASIA,KASANI,0
JULIO,AZERBAIYÁN,ASIA,OTRAS OCM,1
JULIO,AZERBAIYÁN,ASIA,SANTA ROSA,0
JULIO,BAHAMAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,139
JULIO,BAHAMAS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,BAHAMAS,AMÉRICA CENTRAL,DESAGUADERO,0
JULIO,BAHAMAS,AMÉRICA CENTRAL,KASANI,0
JULIO,BAHAMAS,AMÉRICA CENTRAL,OTRAS OCM,3
JULIO,BAHAMAS,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,BAHRÉIN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,15
JULIO,BAHRÉIN,ASIA,CEBAF - TUMBES,0
JULIO,BAHRÉIN,ASIA,DESAGUADERO,0
JULIO,BAHRÉIN,ASIA,KASANI,0
JULIO,BAHRÉIN,ASIA,OTRAS OCM,0
JULIO,BAHRÉIN,ASIA,SANTA ROSA,0
JULIO,BANGLADESH,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,30
JULIO,BANGLADESH,ASIA,CEBAF - TUMBES,0
JULIO,BANGLADESH,ASIA,DESAGUADERO,0
JULIO,BANGLADESH,ASIA,KASANI,0
JULIO,BANGLADESH,ASIA,OTRAS OCM,22
JULIO,BANGLADESH,ASIA,SANTA ROSA,0
JULIO,BARBADOS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,181
JULIO,BARBADOS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,BARBADOS,AMÉRICA CENTRAL,DESAGUADERO,0
JULIO,BARBADOS,AMÉRICA CENTRAL,KASANI,2
JULIO,BARBADOS,AMÉRICA CENTRAL,OTRAS OCM,2
JULIO,BARBADOS,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,BELICE,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,400
JULIO,BELICE,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,BELICE,AMÉRICA CENTRAL,DESAGUADERO,10
JULIO,BELICE,AMÉRICA CENTRAL,KASANI,8
JULIO,BELICE,AMÉRICA CENTRAL,OTRAS OCM,4
JULIO,BELICE,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,BELORUSIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,124
JULIO,BELORUSIA,EUROPA,CEBAF - TUMBES,3
JULIO,BELORUSIA,EUROPA,DESAGUADERO,2
JULIO,BELORUSIA,EUROPA,KASANI,2
JULIO,BELORUSIA,EUROPA,OTRAS OCM,0
JULIO,BELORUSIA,EUROPA,SANTA ROSA,1
JULIO,BENÍN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
JULIO,BENÍN,ÁFRICA,CEBAF - TUMBES,0
JULIO,BENÍN,ÁFRICA,DESAGUADERO,0
JULIO,BENÍN,ÁFRICA,KASANI,0
JULIO,BENÍN,ÁFRICA,OTRAS OCM,0
JULIO,BENÍN,ÁFRICA,SANTA ROSA,0
JULIO,BERMUDAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,21
JULIO,BERMUDAS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
JULIO,BERMUDAS,AMÉRICA CENTRAL,DESAGUADERO,0
JULIO,BERMUDAS,AMÉRICA CENTRAL,KASANI,0
JULIO,BERMUDAS,AMÉRICA CENTRAL,OTRAS OCM,0
JULIO,BERMUDAS,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,BHUTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
JULIO,BHUTÁN,ASIA,CEBAF - TUMBES,0
JULIO,BHUTÁN,ASIA,DESAGUADERO,0
JULIO,BHUTÁN,ASIA,KASANI,0
JULIO,BHUTÁN,ASIA,OTRAS OCM,0
JULIO,BHUTÁN,ASIA,SANTA ROSA,0
JULIO,BOLIVIA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10289
JULIO,BOLIVIA,AMÉRICA DEL SUR,CEBAF - TUMBES,295
JULIO,BOLIVIA,AMÉRICA DEL SUR,DESAGUADERO,57948
JULIO,BOLIVIA,AMÉRICA DEL SUR,KASANI,4725
JULIO,BOLIVIA,AMÉRICA DEL SUR,OTRAS OCM,5725
JULIO,BOLIVIA,AMÉRICA DEL SUR,SANTA ROSA,14773
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,14
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,CEBAF - TUMBES,0
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,DESAGUADERO,4
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,KASANI,6
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,OTRAS OCM,1
JULIO,BOSNIA Y HERZEGOVINA,EUROPA,SANTA ROSA,0
JULIO,BOTSWANA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
JULIO,BOTSWANA,ÁFRICA,CEBAF - TUMBES,0
JULIO,BOTSWANA,ÁFRICA,DESAGUADERO,0
JULIO,BOTSWANA,ÁFRICA,KASANI,0
JULIO,BOTSWANA,ÁFRICA,OTRAS OCM,0
JULIO,BOTSWANA,ÁFRICA,SANTA ROSA,0
JULIO,BRASIL,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,73612
JULIO,BRASIL,AMÉRICA DEL SUR,CEBAF - TUMBES,143
JULIO,BRASIL,AMÉRICA DEL SUR,DESAGUADERO,1396
JULIO,BRASIL,AMÉRICA DEL SUR,KASANI,1157
JULIO,BRASIL,AMÉRICA DEL SUR,OTRAS OCM,11662
JULIO,BRASIL,AMÉRICA DEL SUR,SANTA ROSA,3275
JULIO,BRUNÉI,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
JULIO,BRUNÉI,ASIA,CEBAF - TUMBES,0
JULIO,BRUNÉI,ASIA,DESAGUADERO,0
JULIO,BRUNÉI,ASIA,KASANI,0
JULIO,BRUNÉI,ASIA,OTRAS OCM,0
JULIO,BRUNÉI,ASIA,SANTA ROSA,0
JULIO,BULGARIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,400
JULIO,BULGARIA,EUROPA,CEBAF - TUMBES,0
JULIO,BULGARIA,EUROPA,DESAGUADERO,17
JULIO,BULGARIA,EUROPA,KASANI,7
JULIO,BULGARIA,EUROPA,OTRAS OCM,15
JULIO,BULGARIA,EUROPA,SANTA ROSA,2
JULIO,BURKINA FASO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
JULIO,BURKINA FASO,ÁFRICA,CEBAF - TUMBES,0
JULIO,BURKINA FASO,ÁFRICA,DESAGUADERO,0
JULIO,BURKINA FASO,ÁFRICA,KASANI,0
JULIO,BURKINA FASO,ÁFRICA,OTRAS OCM,0
JULIO,BURKINA FASO,ÁFRICA,SANTA ROSA,0
JULIO,BURUNDI,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,BURUNDI,ÁFRICA,CEBAF - TUMBES,0
JULIO,BURUNDI,ÁFRICA,DESAGUADERO,0
JULIO,BURUNDI,ÁFRICA,KASANI,0
JULIO,BURUNDI,ÁFRICA,OTRAS OCM,0
JULIO,BURUNDI,ÁFRICA,SANTA ROSA,0
JULIO,BÉLGICA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9867
JULIO,BÉLGICA,EUROPA,CEBAF - TUMBES,133
JULIO,BÉLGICA,EUROPA,DESAGUADERO,233
JULIO,BÉLGICA,EUROPA,KASANI,317
JULIO,BÉLGICA,EUROPA,OTRAS OCM,182
JULIO,BÉLGICA,EUROPA,SANTA ROSA,76
JULIO,CABO VERDE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11
JULIO,CABO VERDE,ÁFRICA,CEBAF - TUMBES,0
JULIO,CABO VERDE,ÁFRICA,DESAGUADERO,0
JULIO,CABO VERDE,ÁFRICA,KASANI,0
JULIO,CABO VERDE,ÁFRICA,OTRAS OCM,10
JULIO,CABO VERDE,ÁFRICA,SANTA ROSA,0
JULIO,CAMBOYA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
JULIO,CAMBOYA,ASIA,CEBAF - TUMBES,0
JULIO,CAMBOYA,ASIA,DESAGUADERO,0
JULIO,CAMBOYA,ASIA,KASANI,0
JULIO,CAMBOYA,ASIA,OTRAS OCM,0
JULIO,CAMBOYA,ASIA,SANTA ROSA,0
JULIO,CAMERÚN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,14
JULIO,CAMERÚN,ÁFRICA,CEBAF - TUMBES,0
JULIO,CAMERÚN,ÁFRICA,DESAGUADERO,1
JULIO,CAMERÚN,ÁFRICA,KASANI,0
JULIO,CAMERÚN,ÁFRICA,OTRAS OCM,0
JULIO,CAMERÚN,ÁFRICA,SANTA ROSA,0
JULIO,CANADÁ,AMÉRICA DEL NORTE,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,28334
JULIO,CANADÁ,AMÉRICA DEL NORTE,CEBAF - TUMBES,161
JULIO,CANADÁ,AMÉRICA DEL NORTE,DESAGUADERO,178
JULIO,CANADÁ,AMÉRICA DEL NORTE,KASANI,223
JULIO,CANADÁ,AMÉRICA DEL NORTE,OTRAS OCM,505
JULIO,CANADÁ,AMÉRICA DEL NORTE,SANTA ROSA,92
JULIO,CEYLÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
JULIO,CEYLÁN,ASIA,CEBAF - TUMBES,0
JULIO,CEYLÁN,ASIA,DESAGUADERO,0
JULIO,CEYLÁN,ASIA,KASANI,0
JULIO,CEYLÁN,ASIA,OTRAS OCM,0
JULIO,CEYLÁN,ASIA,SANTA ROSA,0
JULIO,CHAD,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,CHAD,ÁFRICA,CEBAF - TUMBES,0
JULIO,CHAD,ÁFRICA,DESAGUADERO,0
JULIO,CHAD,ÁFRICA,KASANI,0
JULIO,CHAD,ÁFRICA,OTRAS OCM,0
JULIO,CHAD,ÁFRICA,SANTA ROSA,0
JULIO,CHILE,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,105585
JULIO,CHILE,AMÉRICA DEL SUR,CEBAF - TUMBES,788
JULIO,CHILE,AMÉRICA DEL SUR,DESAGUADERO,836
JULIO,CHILE,AMÉRICA DEL SUR,KASANI,409
JULIO,CHILE,AMÉRICA DEL SUR,OTRAS OCM,13778
JULIO,CHILE,AMÉRICA DEL SUR,SANTA ROSA,519838
JULIO,CHINA (R.P),ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10653
JULIO,CHINA (R.P),ASIA,CEBAF - TUMBES,68
JULIO,CHINA (R.P),ASIA,DESAGUADERO,37
JULIO,CHINA (R.P),ASIA,KASANI,36
JULIO,CHINA (R.P),ASIA,OTRAS OCM,812
JULIO,CHINA (R.P),ASIA,SANTA ROSA,214
JULIO,CHIPRE,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,169
JULIO,CHIPRE,EUROPA,CEBAF - TUMBES,0
JULIO,CHIPRE,EUROPA,DESAGUADERO,5
JULIO,CHIPRE,EUROPA,KASANI,2
JULIO,CHIPRE,EUROPA,OTRAS OCM,10
JULIO,CHIPRE,EUROPA,SANTA ROSA,1
JULIO,COLOMBIA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,55448
JULIO,COLOMBIA,AMÉRICA DEL SUR,CEBAF - TUMBES,8468
JULIO,COLOMBIA,AMÉRICA DEL SUR,DESAGUADERO,1115
JULIO,COLOMBIA,AMÉRICA DEL SUR,KASANI,423
JULIO,COLOMBIA,AMÉRICA DEL SUR,OTRAS OCM,3725
JULIO,COLOMBIA,AMÉRICA DEL SUR,SANTA ROSA,4927
JULIO,COMORAS (ISL),ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,COMORAS (ISL),ÁFRICA,CEBAF - TUMBES,0
JULIO,COMORAS (ISL),ÁFRICA,DESAGUADERO,0
JULIO,COMORAS (ISL),ÁFRICA,KASANI,0
JULIO,COMORAS (ISL),ÁFRICA,OTRAS OCM,0
JULIO,COMORAS (ISL),ÁFRICA,SANTA ROSA,0
JULIO,CONGO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
JULIO,CONGO,ÁFRICA,CEBAF - TUMBES,0
JULIO,CONGO,ÁFRICA,DESAGUADERO,0
JULIO,CONGO,ÁFRICA,KASANI,0
JULIO,CONGO,ÁFRICA,OTRAS OCM,0
JULIO,CONGO,ÁFRICA,SANTA ROSA,0
JULIO,COREA DEL NORTE,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,COREA DEL NORTE,ASIA,CEBAF - TUMBES,0
JULIO,COREA DEL NORTE,ASIA,DESAGUADERO,1
JULIO,COREA DEL NORTE,ASIA,KASANI,0
JULIO,COREA DEL NORTE,ASIA,OTRAS OCM,0
JULIO,COREA DEL NORTE,ASIA,SANTA ROSA,0
JULIO,COREA DEL SUR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4716
JULIO,COREA DEL SUR,ASIA,CEBAF - TUMBES,58
JULIO,COREA DEL SUR,ASIA,DESAGUADERO,105
JULIO,COREA DEL SUR,ASIA,KASANI,62
JULIO,COREA DEL SUR,ASIA,OTRAS OCM,225
JULIO,COREA DEL SUR,ASIA,SANTA ROSA,50
JULIO,COSTA MARFIL,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
JULIO,COSTA MARFIL,ÁFRICA,CEBAF - TUMBES,0
JULIO,COSTA MARFIL,ÁFRICA,DESAGUADERO,0
JULIO,COSTA MARFIL,ÁFRICA,KASANI,0
JULIO,COSTA MARFIL,ÁFRICA,OTRAS OCM,0
JULIO,COSTA MARFIL,ÁFRICA,SANTA ROSA,0
JULIO,COSTA RICA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,12802
JULIO,COSTA RICA,AMÉRICA CENTRAL,CEBAF - TUMBES,35
JULIO,COSTA RICA,AMÉRICA CENTRAL,DESAGUADERO,50
JULIO,COSTA RICA,AMÉRICA CENTRAL,KASANI,85
JULIO,COSTA RICA,AMÉRICA CENTRAL,OTRAS OCM,438
JULIO,COSTA RICA,AMÉRICA CENTRAL,SANTA ROSA,14
JULIO,CROACIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,351
JULIO,CROACIA,EUROPA,CEBAF - TUMBES,4
JULIO,CROACIA,EUROPA,DESAGUADERO,5
JULIO,CROACIA,EUROPA,KASANI,7
JULIO,CROACIA,EUROPA,OTRAS OCM,16
JULIO,CROACIA,EUROPA,SANTA ROSA,1
JULIO,CUBA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2586
JULIO,CUBA,AMÉRICA CENTRAL,CEBAF - TUMBES,7
JULIO,CUBA,AMÉRICA CENTRAL,DESAGUADERO,4
JULIO,CUBA,AMÉRICA CENTRAL,KASANI,0
JULIO,CUBA,AMÉRICA CENTRAL,OTRAS OCM,24
JULIO,CUBA,AMÉRICA CENTRAL,SANTA ROSA,48
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,CEBAF - TUMBES,0
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,DESAGUADERO,0
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,KASANI,0
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,OTRAS OCM,0
JULIO,DEMOC. REP. CONGO (ZAIRE),ÁFRICA,SANTA ROSA,0
JULIO,DINAMARCA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3510
JULIO,DINAMARCA,EUROPA,CEBAF - TUMBES,238
JULIO,DINAMARCA,EUROPA,DESAGUADERO,56
JULIO,DINAMARCA,EUROPA,KASANI,106
JULIO,DINAMARCA,EUROPA,OTRAS OCM,103
JULIO,DINAMARCA,EUROPA,SANTA ROSA,21
JULIO,DJIBOUTI,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
JULIO,DJIBOUTI,ÁFRICA,CEBAF - TUMBES,0
JULIO,DJIBOUTI,ÁFRICA,DESAGUADERO,0
JULIO,DJIBOUTI,ÁFRICA,KASANI,0
JULIO,DJIBOUTI,ÁFRICA,OTRAS OCM,0
JULIO,DJIBOUTI,ÁFRICA,SANTA ROSA,0
JULIO,DOMINICA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,17
JULIO,DOMINICA,AMÉRICA CENTRAL,CEBAF - TUMBES,1
JULIO,DOMINICA,AMÉRICA CENTRAL,DESAGUADERO,0
JULIO,DOMINICA,AMÉRICA CENTRAL,KASANI,0
JULIO,DOMINICA,AMÉRICA CENTRAL,OTRAS OCM,3
JULIO,DOMINICA,AMÉRICA CENTRAL,SANTA ROSA,0
JULIO,ECUADOR,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20201
JULIO,ECUADOR,AMÉRICA DEL SUR,CEBAF - TUMBES,85372
JULIO,ECUADOR,AMÉRICA DEL SUR,DESAGUADERO,642
JULIO,ECUADOR,AMÉRICA DEL SUR,KASANI,217
JULIO,ECUADOR,AMÉRICA DEL SUR,OTRAS OCM,18361
JULIO,ECUADOR,AMÉRICA DEL SUR,SANTA ROSA,3261
JULIO,EE.UU,AMÉRICA DEL NORTE,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,298346
JULIO,EE.UU,AMÉRICA DEL NORTE,CEBAF - TUMBES,1190
JULIO,EE.UU,AMÉRICA DEL NORTE,DESAGUADERO,428
JULIO,EE.UU,AMÉRICA DEL NORTE,KASANI,416
JULIO,EE.UU,AMÉRICA DEL NORTE,OTRAS OCM,6136
JULIO,EE.UU,AMÉRICA DEL NORTE,SANTA ROSA,849
JULIO,EGIPTO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,71
JULIO,EGIPTO,ÁFRICA,CEBAF - TUMBES,2
JULIO,EGIPTO,ÁFRICA,DESAGUADERO,0
JULIO,EGIPTO,ÁFRICA,KASANI,1
JULIO,EGIPTO,ÁFRICA,OTRAS OCM,4
JULIO,EGIPTO,ÁFRICA,SANTA ROSA,0
JULIO,EL SALVADOR,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3053
JULIO,EL SALVADOR,AMÉRICA CENTRAL,CEBAF - TUMBES,8
JULIO,EL SALVADOR,AMÉRICA CENTRAL,DESAGUADERO,3
JULIO,EL SALVADOR,AMÉRICA CENTRAL,KASANI,3
JULIO,EL SALVADOR,AMÉRICA CENTRAL,OTRAS OCM,66
JULIO,EL SALVADOR,AMÉRICA CENTRAL,SANTA ROSA,6
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,159
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,CEBAF - TUMBES,0
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,DESAGUADERO,1
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,KASANI,1
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,OTRAS OCM,12
JULIO,EMIRATOS ÁRABES UNIDOS,ASIA,SANTA ROSA,1
JULIO,ERITREA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
JULIO,ERITREA,ÁFRICA,CEBAF - TUMBES,0
JULIO,ERITREA,ÁFRICA,DESAGUADERO,0
JULIO,ERITREA,ÁFRICA,KASANI,0
JULIO,ERITREA,ÁFRICA,OTRAS OCM,0
JULIO,ERITREA,ÁFRICA,SANTA ROSA,0
JULIO,ESLOVAQUIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,588
JULIO,ESLOVAQUIA,EUROPA,CEBAF - TUMBES,7
JULIO,ESLOVAQUIA,EUROPA,DESAGUADERO,74
JULIO,ESLOVAQUIA,EUROPA,KASANI,35
JULIO,ESLOVAQUIA,EUROPA,OTRAS OCM,21
JULIO,ESLOVAQUIA,EUROPA,SANTA ROSA,12
JULIO,ESLOVENIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,812
JULIO,ESLOVENIA,EUROPA,CEBAF - TUMBES,2
JULIO,ESLOVENIA,EUROPA,DESAGUADERO,12
JULIO,ESLOVENIA,EUROPA,KASANI,16
JULIO,ESLOVENIA,EUROPA,OTRAS OCM,6
JULIO,ESLOVENIA,EUROPA,SANTA ROSA,12
JULIO,ESPAÑA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,70882
JULIO,ESPAÑA,EUROPA,CEBAF - TUMBES,428
JULIO,ESPAÑA,EUROPA,DESAGUADERO,592
JULIO,ESPAÑA,EUROPA,KASANI,491
JULIO,ESPAÑA,EUROPA,OTRAS OCM,953
JULIO,ESPAÑA,EUROPA,SANTA ROSA,522
JULIO,ESTONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,103
JULIO,ESTONIA,EUROPA,CEBAF - TUMBES,6
JULIO,ESTONIA,EUROPA,DESAGUADERO,3
JULIO,ESTONIA,EUROPA,KASANI,6
JULIO,ESTONIA,EUROPA,OTRAS OCM,7
JULIO,ESTONIA,EUROPA,SANTA ROSA,0
JULIO,ETIOPÍA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,32
JULIO,ETIOPÍA,ÁFRICA,CEBAF - TUMBES,0
JULIO,ETIOPÍA,ÁFRICA,DESAGUADERO,0
JULIO,ETIOPÍA,ÁFRICA,KASANI,0
JULIO,ETIOPÍA,ÁFRICA,OTRAS OCM,12
JULIO,ETIOPÍA,ÁFRICA,SANTA ROSA,0
JULIO,EX R. YUG. MACEDONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,21
JULIO,EX R. YUG. MACEDONIA,EUROPA,CEBAF - TUMBES,2
JULIO,EX R. YUG. MACEDONIA,EUROPA,DESAGUADERO,1
JULIO,EX R. YUG. MACEDONIA,EUROPA,KASANI,0
JULIO,EX R. YUG. MACEDONIA,EUROPA,OTRAS OCM,0
JULIO,EX R. YUG. MACEDONIA,EUROPA,SANTA ROSA,0
JULIO,FIJI,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11
JULIO,FIJI,OCEANÍA,CEBAF - TUMBES,0
JULIO,FIJI,OCEANÍA,DESAGUADERO,0
JULIO,FIJI,OCEANÍA,KASANI,0
JULIO,FIJI,OCEANÍA,OTRAS OCM,0
JULIO,FIJI,OCEANÍA,SANTA ROSA,0
JULIO,FILIPINAS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1552
JULIO,FILIPINAS,ASIA,CEBAF - TUMBES,2
JULIO,FILIPINAS,ASIA,DESAGUADERO,2
JULIO,FILIPINAS,ASIA,KASANI,15
JULIO,FILIPINAS,ASIA,OTRAS OCM,532
JULIO,FILIPINAS,ASIA,SANTA ROSA,6
JULIO,FINLANDIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,553
JULIO,FINLANDIA,EUROPA,CEBAF - TUMBES,5
JULIO,FINLANDIA,EUROPA,DESAGUADERO,18
JULIO,FINLANDIA,EUROPA,KASANI,35
JULIO,FINLANDIA,EUROPA,OTRAS OCM,18
JULIO,FINLANDIA,EUROPA,SANTA ROSA,18
JULIO,FRANCIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,40678
JULIO,FRANCIA,EUROPA,CEBAF - TUMBES,660
JULIO,FRANCIA,EUROPA,DESAGUADERO,1885
JULIO,FRANCIA,EUROPA,KASANI,2348
JULIO,FRANCIA,EUROPA,OTRAS OCM,1121
JULIO,FRANCIA,EUROPA,SANTA ROSA,612
JULIO,GABÓN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,GABÓN,ÁFRICA,CEBAF - TUMBES,0
JULIO,GABÓN,ÁFRICA,DESAGUADERO,0
JULIO,GABÓN,ÁFRICA,KASANI,0
JULIO,GABÓN,ÁFRICA,OTRAS OCM,0
JULIO,GABÓN,ÁFRICA,SANTA ROSA,0
JULIO,GAMBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
JULIO,GAMBIA,ÁFRICA,CEBAF - TUMBES,0
JULIO,GAMBIA,ÁFRICA,DESAGUADERO,0
JULIO,GAMBIA,ÁFRICA,KASANI,0
JULIO,GAMBIA,ÁFRICA,OTRAS OCM,0
JULIO,GAMBIA,ÁFRICA,SANTA ROSA,0
JULIO,GEORGIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,50
JULIO,GEORGIA,ASIA,CEBAF - TUMBES,0
JULIO,GEORGIA,ASIA,DESAGUADERO,0
JULIO,GEORGIA,ASIA,KASANI,0
JULIO,GEORGIA,ASIA,OTRAS OCM,8
JULIO,GEORGIA,ASIA,SANTA ROSA,0
JULIO,GHANA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,27
JULIO,GHANA,ÁFRICA,CEBAF - TUMBES,0
JULIO,GHANA,ÁFRICA,DESAGUADERO,0
JULIO,GHANA,ÁFRICA,KASANI,0
JULIO,GHANA,ÁFRICA,OTRAS OCM,1
JULIO,GHANA,ÁFRICA,SANTA ROSA,0
JULIO,GRANADA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,66
JULIO,GRANADA,AMÉRICA CENTRAL,CEBAF - TUMBES,4
JULIO,GRANADA,AMÉRICA CENTRAL,DESAGUADERO,4
JULIO,GRANADA,AMÉRICA CENTRAL,KASANI,1
JULIO,GRANADA,AMÉRICA CENTRAL,OTRAS OCM,1
JULIO,GRANADA,AMÉRICA CENTRAL,SANTA ROSA,2
JULIO,GRECIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1075
